Timestamp,I will use my new powers...,Sample Question 2,The course delivered its advertised curriculum.,This instructor communicated content clearly.,What could the instructor do better next time?,"In general, what would make this training better next time?",Unnamed: 7,How did you hear about this training?,"After this training, if my schedule allows, I would be interested in attending another D-Lab training.","What trainings, workshops, or working groups would you like to see the D-Lab offer?",Unnamed: 11,What kind of data are you working with / would you like to work with?,"What department, school, program, or organization at Berkeley are you associated with?",Unnamed: 14,What other services (besides training) could D-Lab help you with?,"What department, school, program, or organization at Berkeley are you associated with?.1","Any other information or comments you want to share? What training, working groups, or services would you like to see the D-Lab offer? What kind of data are you working with/would you like to work with? What is the greatest technical challenge to your research?",What was the most helpful part of the training for you?,What was the most disappointing part of this training for you?,"I left with new knowledge, skills, and/or resources that are useful for my research.",What is the greatest technical challenge to your research?,I will use my new skills and powers...,How did you hear about this training?.1,Instructor.1,Please indicate your gender.,Please describe your race/ethnicity. Check all that apply.   ,"People may experience barriers to learning or participating in data intensive social science because of their race/ethnicity, gender, social or economic background, or prior exposure. Have you experienced these kinds of barriers?",Have you experienced these barriers in the D-Lab?,"If yes, what factors contributed to these barriers?",What is your career stage or position?
5/26/2015 16:01:15,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Haas School of Business,,,,6,,,,,Female/Woman,White,3.0,1.0,,"PhD student, pre-dissertation"
5/26/2015 16:07:44,,,7,7,,,,Email from another mailing list,7.0,,,,,,,ERG,Unix intensive,,,7,,,,,Female/Woman,"Latino/Chicano, White",1.0,1.0,,Masters student
5/26/2015 16:09:04,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,CEE,,,,7,,,,,Female/Woman,International,2.0,1.0,,Postdoctoral researcher
5/26/2015 16:55:33,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Education,Workshops on structural equation modeling,,,7,,,,,,Human being,3.0,3.0,Continual reification of race on forms,"PhD student, pre-dissertation"
5/26/2015 17:09:40,,,7,4,,,,Email from the D-Lab mailing list,7.0,,,,,,,ISEEES/Visiting scholar,The instructor went through the materials very quickly.,,,6,,,,,Female/Woman,White,1.0,1.0,,"PhD student, dissertation stage"
5/26/2015 17:46:04,,,7,5,,,,Heard about it from a friend/colleague,7.0,,,,,,,CBE,"It was great, being a first timer the instructor was a bit fast but i am hoping to catch up with some reading. ",,,7,,,,,Male/Man,African American/Black,2.0,1.0,,Visiting fellow or researcher
5/26/2015 20:13:40,,,7,7,,,,Email from another mailing list,7.0,,,,,,,GSE,,,,7,,,,,Male/Man,Latino/Chicano,2.0,2.0,Learning materials,"PhD student, pre-dissertation"
5/27/2015 17:50:47,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,Haas,very good for me. Thanks,,,7,,,,,Male/Man,Chinese,4.0,3.0,language,Visiting fellow or researcher
5/27/2015 17:52:41,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Haas,Thanks,,,7,,,,,Male/Man,Chinese,4.0,4.0,language,Visiting fellow or researcher
5/28/2015 9:32:23,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,ESPM,"there are very few resources on campus for people learning to work with their data. we learn some skills through coursework in our first year or two, go the field/quals/etc. for one or two years and then are supposed to know how to analyze our data in the best way. 
students use each other and the internet for this, but it would be great to have resources/community/assistance with this stage of research (have data, don't know what to do with it...).
thanks!",,,7,,,,,Female/Woman,"Asian American, White",4.0,1.0,,"PhD student, dissertation stage"
5/28/2015 10:51:33,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Artist- Independent Researcher ,,,,7,,,,,Female/Woman,n/a,1.0,1.0,,Independent Research
5/28/2015 10:54:10,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Alumni,,,,7,,,,,,Not on the form,1.0,1.0,,
5/28/2015 10:55:03,,,7,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,,,,,7,,,,,Female/Woman,Decline to state,4.0,1.0,,"PhD student, pre-dissertation"
5/28/2015 10:55:47,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Alumni,,,,5,,,,,,Not on the form,1.0,1.0,,
5/28/2015 10:58:01,,,6,7,,,,Found it on the D-Lab website,7.0,,,,,,,Public Health,,,,6,,,,,,Not on the form,,,,
5/28/2015 10:58:39,,,6,6,,,,Found it on the D-Lab website,6.0,,,,,,,Haas Business School,Want to attend some LaTex workshop.,,,6,,,,,Female/Woman,International,2.0,1.0,,Visiting fellow or researcher
5/28/2015 11:01:40,,,6,7,,,,Found it on the D-Lab website,7.0,,,,,,,Public Health,,,,6,,,,,,Not on the form,,,,
5/28/2015 11:02:41,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,,"Qualitative Data Analysis Mixed Methods, working groups
",,,7,,,,,Female/Woman,Latino/Chicano,4.0,1.0,Instructors,"PhD student, pre-dissertation"
5/28/2015 11:03:24,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,School of Public Health ,,,,7,,,,,Female/Woman,White,1.0,1.0,,"PhD student, dissertation stage"
5/28/2015 11:04:34,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Sociology ,,,,7,,,,,Male/Man,White,3.0,3.0,Instructors,"PhD student, pre-dissertation"
5/28/2015 11:07:03,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,,,,,6,,,,,Male/Man,White,,,,Visiting fellow or researcher
5/28/2015 11:10:37,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,Department of Agricultural and Natural Resources Economics ,,,,7,,,,,Female/Woman,International,1.0,1.0,,Visiting fellow or researcher
5/28/2015 11:15:04,,,5,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,Haas Business School,More interested in Dillion's class. I want to hear a lecture fo LaTex or even a training of LaTex. Want to learn programming used in the financial world.,,,4,,,,,Female/Woman,International,2.0,1.0,,Visiting fellow or researcher
5/28/2015 11:18:47,,,5,3,,,,Email from the D-Lab mailing list,7.0,,,,,,,German Department,"It could have been simplified. The way Dillon did things was amazing. since most of us don't actually know Python , it would have been best to just see how to do things, rather than spend time trying to figure things out on our own.",,,4,,,,,Male/Man,Decline to state,1.0,1.0,,"PhD student, pre-dissertation"
5/28/2015 11:21:21,,,5,5,,,,Email from the D-Lab mailing list,6.0,,,,,,,,"Dillon is amazing. Touch class to teach, but Dav did really well.
Suggestion: NLTK specific workshop",,,6,,,,,Male/Man,White,1.0,1.0,,"PhD student, pre-dissertation"
5/28/2015 11:22:55,,,6,6,,,,Found it on the D-Lab website,7.0,,,,,,,Psychology,,,,4,,,,,,White,1.0,1.0,,"PhD student, pre-dissertation"
5/28/2015 11:25:18,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,Biochemistry/PMB,,,,6,,,,,,White,1.0,1.0,,"PhD student, pre-dissertation"
5/28/2015 11:27:23,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Sociology,I would like to see more workshops related to survey research.,,,7,,,,,Male/Man,International,1.0,1.0,,"PhD student, pre-dissertation"
5/28/2015 11:30:00,,,1,1,,,,Heard about it from a friend/colleague,7.0,,,,,,,,Maybe make this class more basic. Dav is not very good at communicating/pedagogy,,,3,,,,,Female/Woman,White,5.0,2.0,,Masters student
5/28/2015 15:41:28,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,dlab,,,,7,,,,,Female/Woman,White,1.0,1.0,,Administrative staff title
5/29/2015 15:03:13,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Haas School of Business,,,,7,,,,,Female/Woman,International,1.0,1.0,,Visiting fellow or researcher
5/29/2015 15:06:06,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Haas School of Business,,,,7,,,,,Female/Woman,International,1.0,1.0,,Visiting fellow or researcher
5/29/2015 15:07:39,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Haas Business School,Want to hear some workshop on Matlab and LaTex.,,,7,,,,,Female/Woman,International,2.0,1.0,,Visiting fellow or researcher
6/1/2015 10:06:31,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Interdisciplinary studies ,Thank You ,,,7,,,,,,Moor,3.0,4.0,Lack of prior experience,Undergraduate student
6/1/2015 10:11:07,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,"Education Policy, Tolman GSE ",Great Job! I liked the activities ,,,7,,,,,Female/Woman,Latino/Chicano,4.0,1.0,,"PhD student, pre-dissertation"
6/1/2015 10:11:54,,,7,7,,,,,7.0,,,,,,,Sociology ,,,,7,,,,,Male/Man,White,,,,"PhD student, pre-dissertation"
6/1/2015 10:13:39,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Social Welfare ,,,,7,,,,,Female/Woman,Asian American,1.0,1.0,,"PhD student, pre-dissertation"
6/1/2015 10:19:14,,,4,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,Education ,Mac Issues with Atlas/ no query feature ,,,5,,,,,Male/Man,Latino/Chicano,1.0,1.0,,Masters student
6/1/2015 10:20:06,,,7,7,,,,,7.0,,,,,,,,,,,7,,,,,Female/Woman,Decline to state,4.0,1.0,,"PhD student, pre-dissertation"
6/1/2015 10:21:29,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Public Health ,,,,7,,,,,,Decline to state,,,,
6/1/2015 10:22:39,,,4,6,,,,Email from the D-Lab mailing list,6.0,,,,,,,Alum ,,,,6,,,,,,Decline to state,,,,
6/1/2015 10:24:10,,,6,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,Haas School of Business ,"1. Latex
2. Some software to manage literatures ",,,6,,,,,Female/Woman,International,2.0,1.0,,Visiting fellow or researcher
6/1/2015 10:37:19,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,,,,IEOR,"Clara's course was useful, but it would have been easier to follow along, and keep the information organized in my head, if she had followed her hand out or created a hand out which followed the presentation closely. Also, based on the handout, the material planned for each day was too much to complete in each day. Perhaps lessen the material to cover each day, or increase the number of days in the R Intensive.",,,6,,,,,Female/Woman,White,1.0,1.0,,"PhD student, dissertation stage"
6/2/2015 9:48:12,,,6,6,,,,Email from the D-Lab mailing list,6.0,,,,,,,ESPM,,,,5,,,,,,Decline to state,,,,
6/2/2015 9:54:29,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,Econ ,,,,7,,,,,Female/Woman,International,3.0,3.0,,Visiting fellow or researcher
6/2/2015 9:58:11,,,7,7,,,,Email from another mailing list,7.0,,,,,,,Cal Energy Corp,"Thanks, very informative! ",,,7,,,,,Male/Man,White,1.0,1.0,,Undergraduate student
6/2/2015 10:00:31,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,not listed ,,,,7,,,,,Female/Woman,White,3.0,1.0,,
6/2/2015 10:02:10,,,6,6,,,,Found it on the D-Lab website,6.0,,,,,,,n/a,,,,5,,,,,,Decline to state,,,,
6/2/2015 10:03:22,,,6,6,,,,Found it on the D-Lab website,6.0,,,,,,,none,,,,6,,,,,,Decline to state,1.0,1.0,,
6/2/2015 10:09:53,,,7,6,,,,Don't remember,7.0,,,,,,,.,,,,5,,,,,Female/Woman,Decline to state,1.0,1.0,,"PhD student, dissertation stage"
6/2/2015 10:11:37,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Education,loved clara's hands-on  and chris' explanatory skills 10/10!,,,7,,,,,Male/Man,White,1.0,1.0,,"PhD student, pre-dissertation"
6/18/2015 12:32:36,,,6,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,College of Env. Design,,,,5,,,,,Male/Man,White,3.0,1.0,,Alumni
6/18/2015 12:35:22,,,7,6,,,,Found it on the D-Lab website,7.0,,,,,,,UNAM. I'm attending ISSI workshop this summer,thanks. An Atlas-ti intro would be very useful,,,7,,,,,Female/Woman,Latino/Chicano,3.0,1.0,,"PhD student, dissertation stage"
6/18/2015 12:36:18,,,7,6,,,,Found it on the D-Lab website,7.0,,,,,,,sociology,,,,7,,,,,Female/Woman,White,3.0,2.0,,"PhD student, dissertation stage"
6/18/2015 12:37:09,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,Geography,,,,6,,,,,Female/Woman,White,3.0,1.0,,Undergraduate student
6/18/2015 12:37:17,,,6,5,,,,Email from the D-Lab mailing list,7.0,,,,,,,Psychology,"longer classes where we can work w/ our data
Great workshop as always",,,5,,,,,Female/Woman,"Latino/Chicano, White",4.0,1.0,,"PhD student, dissertation stage"
6/18/2015 12:38:23,,,5,5,,,,Found it on the D-Lab website,6.0,,,,,,,Public Health,Would be helpful for this lab to know about getting data sets for maps in cartoDB (what data points needed),,,5,,,,,Female/Woman,White,2.0,1.0,,Masters student
6/18/2015 12:38:40,,,7,7,,,,Email from another mailing list,7.0,,,,,,,ESPM,CartoDB Need university license,,,5,,,,,Male/Man,"Latino/Chicano, White",4.0,,,"PhD student, dissertation stage"
6/22/2015 9:12:07,,,6,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Berkeley Community,Git is complex ,,,7,,,,,Male/Man,White,1.0,1.0,,n/a
6/22/2015 9:15:49,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,,,,HW Neuroscience,,,,7,,,,,Male/Man,Latino/Chicano,2.0,1.0,,"PhD student, pre-dissertation"
6/22/2015 9:17:13,,,7,5,,,,Email from the D-Lab mailing list,6.0,,,,,,,Helen Wills Neuroscience Institute,,,,6,,,,,Male/Man,White,1.0,1.0,,"PhD student, pre-dissertation"
6/22/2015 9:18:28,,,7,6,,,,Heard about it from a friend/colleague,7.0,,,,,,,Undergraduate L+S,Less Jargon would be helpful,,,5,,,,,Female/Woman,White,4.0,1.0,,Undergraduate student
6/22/2015 9:20:21,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,Berkeley Center for New Media,,,,6,,,,,Male/Man,"African American/Black, Asian American, International, Native American/Alaskan Native, White",1.0,1.0,,Undergraduate student
6/22/2015 9:26:03,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,City Planning ,"This Workshop descriptions (from Dav's email) was particularly helpful and accurate in describing technical expectations and workshop content. Thanks, this was super helpful! ",,,7,,,,,Male/Man,White,,,,"PhD student, pre-dissertation"
6/22/2015 9:27:26,,,5,6,,,,instructor,5.0,,,,,,,BCNM,Maybe 2 hours is best than only 1 hour and with some practicing exercises. ,,,5,,,,,Male/Man,International,2.0,1.0,,"PhD student, dissertation stage"
6/22/2015 9:28:36,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,BCNM,,,,7,,,,,Male/Man,Latino/Chicano,1.0,1.0,,Visiting Scholar
6/22/2015 9:29:37,,,7,6,,,,Email from the D-Lab mailing list,7.0,,,,,,,New Media ,,,,7,,,,,Male/Man,White,4.0,1.0,,Faculty
6/22/2015 9:30:33,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,BCNM,,,,7,,,,,Female/Woman,Latino/Chicano,,,,Volunteer
6/22/2015 9:31:27,,,5,5,,,,hacker within listserv,7.0,,,,,,,MCB,,,,6,,,,,Female/Woman,Asian American,,,,"PhD student, dissertation stage"
6/22/2015 21:31:33,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Geography,"Would love a follow up ""intermediate cartoDB"" workshop, or something specifically on working with PostGIS SQL.",,,7,,,,,Male/Man,White,1.0,1.0,,Postdoctoral researcher
11/7/2014 16:17:33,,,5,7,,,,Found it on the D-Lab website,6.0,,,,Haas,,,"PhD student, dissertation stage",No.,,,5,,,,,Male/Man,White,1.0,1.0,,
11/7/2014 15:14:34,,,7,6,,,,Heard about it from a friend/colleague,6.0,,,,,,,"PhD student, dissertation stage","more workshops in GIS, Nvivo, and Atlas.ti",,,5,,,,,Decline to state,Decline to state,5.0,,,
11/7/2014 14:25:31,,,3,3,,,,Found it on the D-Lab website,4.0,,,,Political Science,,,"PhD student, pre-dissertation","I think that the session should have started with how R can be useful for different disciplines, and to show us how it can be used to deal with data. Starting with a real dataset would have been useful. ",,,2,,,,,Female/Woman,African American/Black,4.0,1.0,,
11/7/2014 13:35:22,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,Faculty,Clara Cohen is great! She's an amazing teacher! I think something that was missing from the R for beginners class was just an intro for us on how to tap into the R online knowledge. Where do people go to when they have questions? Is there an R community like Python? etc. ,,,7,,,,,Female/Woman,Arab,5.0,3.0,D-Lab students,
11/7/2014 13:13:23,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Political Science,,,"PhD student, pre-dissertation","Qualitative analysis is not offered in my department so being able to get this information at Dlab is Great!

would be interested in Latex workshops.",,,7,,,,,Female/Woman,White,1.0,1.0,,
11/7/2014 12:56:34,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Education Abroad Program,,,Undergraduate student,"Do a sequence of three or four introductory workshops on R, kind of a course where people can start from zero and getting more and more knowledge about the software if they attend all the workshops, and at the same time if there are people that already knows about R, they can join in the second or third session. My idea is similar to what you have organized in Dec. 11, but I think it can be great to do a sequence of workshops the same weekday and time in four consecutive weeks for example.",,,7,,,,,Male/Man,"International, White",1.0,1.0,,
11/7/2014 12:40:00,,,7,7,,,,Found it on the D-Lab website,7.0,,,,,,,"PhD student, pre-dissertation",,,,6,,,,,Female/Woman,White,4.0,1.0,,
11/7/2014 9:10:33,,,6,7,,,,Found it on the D-Lab website,7.0,,,,School of Public Health ,,,Visiting fellow or researcher,"Please could you send round a link to a sharable subset of the slides displayed during the session? I'd appreciate having a reference to what was discussed. 
Also, I'm about to start using atlas.ti. Please could you host a introduction to atlas.ti session soon? 
Many thanks! ",,,5,,,,,Female/Woman,"International, White",1.0,1.0,,
11/6/2014 22:43:06,,,6,6,,,,Found it on the D-Lab website,6.0,,,,,,,"PhD student, pre-dissertation",,,,6,,,,,Male/Man,International,2.0,1.0,,
11/6/2014 19:44:45,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,School of social welfare,,,Academic staff title,,,,7,,,,,Female/Woman,Latino/Chicano,4.0,1.0,,
11/6/2014 18:56:16,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,DCRP,,,"PhD student, dissertation stage","Adobe suite products- photoshop, illustrator ",,,7,,,,,Female/Woman,White,1.0,1.0,,
11/6/2014 18:55:16,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Education Abroad Program,,,Undergraduate student,,,,6,,,,,Male/Man,"International, White",1.0,2.0,Undergrad students with fewer exposure have less propensity to join the debates. We don't make questions either due to  our seeming lack of knowledge.,
11/6/2014 18:08:55,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,social welfare,,,Faculty,Prof. Bloemraad was exceptional. Thank you! ,,,6,,,,,Female/Woman,"African American/Black, White",4.0,1.0,,
11/6/2014 17:21:42,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,,,,Undergraduate student,"I would love to see an introsuctory tutorial online that I can go throuh that would explai diffrent types of methods and what is available if I want to pursue a type of data collection.
",,,7,,,,,Female/Woman,Latino/Chicano,4.0,3.0,I often don't know what to ask,
11/6/2014 17:14:15,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Sociology,,,"PhD student, pre-dissertation",,,,6,,,,,Male/Man,White,4.0,1.0,,
11/6/2014 17:08:01,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,Political Science,,,"PhD student, pre-dissertation","This was a great training, wish it could have been longer. Perhaps in the future, have specific subsets of the topic taught as separate training sessions, i.e.  how to write the interview questions/preparing for the interview; how to code data; how to analyze data etc.",,,6,,,,,Female/Woman,African American/Black,4.0,1.0,,
11/6/2014 17:01:04,,,7,7,,,,Email from the D-Lab mailing list,7.0,,,,Energy and Resources Group,,,"PhD student, pre-dissertation",I'd love to see a workshop to learn how to use MaxQDA.,,,7,,,,,Female/Woman,White,3.0,1.0,,
11/6/2014 16:58:09,,,7,7,,,,Email from another mailing list,6.0,,,,Sociology,,,"PhD student, dissertation stage",Nuts-and-bolts trainings dedicated to each stage of an interview project could be helpful (going into more detail than we could in the time limit today).,,,7,,,,,Female/Woman,White,1.0,1.0,,
11/6/2014 16:37:39,,,7,7,,,,Found it on the D-Lab website,7.0,,,,Rhetoric,,,Undergraduate student,,,,7,,,,,Male/Man,White,3.0,1.0,,
11/6/2014 16:27:36,,,6,6,,,,Found it on the D-Lab website,6.0,,,,Rhetoric,,,Undergraduate student,,,,6,,,,,Male/Man,White,3.0,1.0,,
11/6/2014 14:13:42,,,7,7,,,,Heard about it from a friend/colleague,7.0,,,,DCRP,,,Masters student,email list serve does not send out emails for mail list.,,,5,,,,,Male/Man,Decline to state,1.0,1.0,,
11/6/2014 14:11:41,,,5,7,,,,Email from the D-Lab mailing list,7.0,,,,Social Welfare,,,"PhD student, dissertation stage",,,,5,,,,,Female/Woman,Decline to state,4.0,1.0,,
11/6/2014 14:09:58,,,7,6,,,,Found it on the D-Lab website,6.0,,,,Human Geography,,,Undergraduate student,,,,5,,,,,Male/Man,Decline to state,1.0,1.0,,
11/5/2014 19:19:31,,,6,6,,,,Email from another mailing list,7.0,,,,espm,,,Extension,"Great class! Susan was clear, very helpful",,,6,,,,,Male/Man,Latino/Chicano,2.0,1.0,,
11/5/2014 15:36:10,,,6,7,,,,Heard about it from a friend/colleague,7.0,,,,ESPM,,,Faculty,Great course!,,,6,,,,,Male/Man,,3.0,1.0,,
